parent folder,file name,modality,kspace shape,reconstruction shape,kspace nan or inf count,reconstruction nan or inf count,kspace min,kspace max,kspace mean,kspace std,reconstruction min,reconstruction max,reconstruction mean,reconstruction std
MultiCoil,P105_cine_sax.h5,sax,"(12, 11, 10, 512, 246)","(12, 11, 512, 246)",0,0,1.0925146e-09,0.012259944,2.8920076e-05,9.886796e-05,1.7988561e-06,0.0038881563,0.00014262475,0.0002928661
MultiCoil,P125_T1map.h5,T1map,"(9, 6, 10, 512, 144)","(9, 6, 512, 144)",0,0,0.0,0.006572318,1.852695e-05,5.1549745e-05,2.1438073e-06,0.0034570957,8.338317e-05,0.00015183365
MultiCoil,P045_cine_lvot.h5,lvot,"(12, 1, 10, 416, 168)","(12, 1, 416, 168)",0,0,2.1385853e-09,0.003923099,2.7291931e-05,5.246022e-05,1.6559167e-06,0.0017765318,0.000106536914,0.00015368518
MultiCoil,P166_cine_lax.h5,lax,"(12, 3, 10, 448, 204)","(12, 3, 448, 204)",0,0,8.507416e-10,0.005362205,1.8089924e-05,4.6248006e-05,1.4774934e-06,0.0022690839,7.194972e-05,0.00013958685
MultiCoil,P123_T1map.h5,T1map,"(9, 5, 10, 512, 144)","(9, 5, 512, 144)",0,0,0.0,0.007354622,2.3471875e-05,6.8096764e-05,2.1185438e-06,0.0028429262,0.00011153992,0.00019859448
MultiCoil,P048_cine_sax.h5,sax,"(12, 9, 10, 512, 204)","(12, 9, 512, 204)",0,0,4.8527937e-10,0.006978082,2.019683e-05,7.2396484e-05,1.3951798e-06,0.0031538364,0.000109185945,0.00021111601
MultiCoil,P020_cine_lax.h5,lax,"(12, 3, 10, 448, 168)","(12, 3, 448, 168)",0,0,1.919824e-09,0.008966098,2.4958219e-05,7.922523e-05,1.2129237e-06,0.0031973359,0.00012356274,0.00023179257
MultiCoil,P024_cine_lax.h5,lax,"(12, 3, 10, 448, 204)","(12, 3, 448, 204)",0,0,1.8199722e-10,0.0073923743,2.4213956e-05,8.9891866e-05,1.3308443e-06,0.003014497,0.00013340868,0.00026243224
MultiCoil,P172_cine_sax.h5,sax,"(12, 11, 10, 512, 246)","(12, 11, 512, 246)",0,0,6.921811e-10,0.0069696778,1.7797534e-05,4.6602596e-05,1.78004e-06,0.0038715494,6.608541e-05,0.0001432419
MultiCoil,P017_aorta_tra.h5,tra,"(12, 8, 10, 416, 168)","(12, 8, 416, 168)",0,0,4.88438e-10,0.003745945,1.5660484e-05,5.2645893e-05,1.287357e-06,0.0023245607,8.41078e-05,0.00015196802
MultiCoil,P031_T1map.h5,T1map,"(9, 6, 10, 512, 144)","(9, 6, 512, 144)",0,0,0.0,0.0068812305,2.1471289e-05,6.6457826e-05,2.225878e-06,0.0051159,0.00010198812,0.00019589555
MultiCoil,P075_cine_lvot.h5,lvot,"(12, 1, 10, 416, 168)","(12, 1, 416, 168)",0,0,4.407927e-09,0.0034223613,2.5213421e-05,5.8455782e-05,1.5173466e-06,0.0015329015,0.00011118364,0.00016782775
MultiCoil,P153_aorta_sag.h5,sag,"(12, 8, 10, 416, 168)","(12, 8, 416, 168)",0,0,5.0990284e-10,0.00266936,1.605889e-05,3.448527e-05,1.6525756e-06,0.0018453656,5.726468e-05,0.00010579218
MultiCoil,P004_T2map.h5,T2map,"(3, 5, 10, 384, 116)","(3, 5, 384, 116)",0,0,0.0,0.004785738,1.4045349e-05,4.7300935e-05,2.2355298e-06,0.0018796243,7.552291e-05,0.00013653866
MultiCoil,P046_cine_lvot.h5,lvot,"(12, 1, 10, 416, 168)","(12, 1, 416, 168)",0,0,7.58143e-09,0.004850741,2.3044548e-05,6.0663835e-05,1.5113382e-06,0.0016624575,0.0001170068,0.00016858506
MultiCoil,P120_cine_lvot.h5,lvot,"(12, 1, 10, 416, 168)","(12, 1, 416, 168)",0,0,6.832603e-09,0.0058576344,3.870034e-05,0.00010598339,1.2313047e-06,0.0031639906,0.00016353918,0.00031710695
MultiCoil,P119_aorta_tra.h5,tra,"(12, 8, 10, 416, 168)","(12, 8, 416, 168)",0,0,2.204177e-10,0.002728452,1.1461133e-05,3.0057327e-05,1.2323268e-06,0.0016471264,4.4574466e-05,9.1439295e-05
MultiCoil,P083_cine_lax.h5,lax,"(12, 3, 10, 448, 168)","(12, 3, 448, 168)",0,0,3.025964e-09,0.008163492,2.387355e-05,7.660119e-05,1.2073635e-06,0.002559817,0.000111443835,0.00022794101
MultiCoil,P189_T2map.h5,T2map,"(3, 5, 10, 384, 116)","(3, 5, 384, 116)",0,0,0.0,0.0072473297,9.3912695e-06,4.5486442e-05,2.0122773e-06,0.002403135,6.2501524e-05,0.00013291223
MultiCoil,P095_T2map.h5,T2map,"(3, 5, 10, 384, 116)","(3, 5, 384, 116)",0,0,0.0,0.0038835811,1.2900911e-05,3.9560953e-05,1.952647e-06,0.0013927374,6.5320346e-05,0.00011422906
MultiCoil,P066_aorta_sag.h5,sag,"(12, 8, 10, 416, 168)","(12, 8, 416, 168)",0,0,1.0827702e-09,0.0027939472,1.903951e-05,4.1149782e-05,1.5474905e-06,0.0023254545,6.1790946e-05,0.00012938314
MultiCoil,P001_T1map.h5,T1map,"(9, 5, 10, 512, 144)","(9, 5, 512, 144)",0,0,0.0,0.007555888,2.4232399e-05,6.6024644e-05,1.972175e-06,0.0034618003,0.000111667665,0.00019234081
MultiCoil,P047_T2map.h5,T2map,"(3, 5, 10, 384, 116)","(3, 5, 384, 116)",0,0,0.0,0.0038928643,9.746805e-06,3.4540022e-05,1.9637182e-06,0.0016544658,5.217173e-05,0.000100788166
MultiCoil,P029_cine_sax.h5,sax,"(12, 9, 10, 512, 246)","(12, 9, 512, 246)",0,0,1.1352317e-09,0.008545314,2.3188662e-05,7.9152655e-05,1.6480611e-06,0.0029289357,0.00011587715,0.00023366886
MultiCoil,P074_cine_sax.h5,sax,"(12, 10, 10, 512, 204)","(12, 10, 512, 204)",0,0,7.572107e-10,0.006674951,2.3761582e-05,7.172872e-05,1.7797283e-06,0.0032290712,0.000101449274,0.00021634344
MultiCoil,P011_cine_sax.h5,sax,"(12, 11, 10, 512, 246)","(12, 11, 512, 246)",0,0,7.6688095e-10,0.0060536475,2.565892e-05,7.409193e-05,1.7253916e-06,0.004431815,9.416819e-05,0.00022937375
MultiCoil,P144_T1map.h5,T1map,"(9, 6, 10, 512, 144)","(9, 6, 512, 144)",0,0,0.0,0.005220221,2.0944017e-05,5.6357032e-05,1.706649e-06,0.0035347037,8.950095e-05,0.00016774157
MultiCoil,P154_T2map.h5,T2map,"(3, 5, 10, 384, 116)","(3, 5, 384, 116)",0,0,0.0,0.0058724415,1.3536051e-05,4.5819506e-05,2.2586728e-06,0.0019307618,7.289906e-05,0.00013233376
MultiCoil,P082_cine_lvot.h5,lvot,"(12, 1, 10, 416, 168)","(12, 1, 416, 168)",0,0,1.1955902e-08,0.0038893889,2.5881149e-05,6.213629e-05,1.8727552e-06,0.001247543,0.00012461592,0.00017256416
MultiCoil,P119_T2map.h5,T2map,"(3, 5, 10, 384, 116)","(3, 5, 384, 116)",0,0,0.0,0.0046503893,1.1928277e-05,3.7514423e-05,1.9392721e-06,0.0015113543,5.9965852e-05,0.00010908829
MultiCoil,P064_T2map.h5,T2map,"(3, 6, 10, 384, 116)","(3, 6, 384, 116)",0,0,0.0,0.0044229673,1.0205866e-05,3.4469518e-05,1.9898293e-06,0.0014348576,5.3448966e-05,0.00010033087
MultiCoil,P116_T2map.h5,T2map,"(3, 5, 10, 384, 116)","(3, 5, 384, 116)",0,0,0.0,0.0044517536,1.1485458e-05,3.862358e-05,2.0081575e-06,0.0018554011,5.861566e-05,0.00011314222
MultiCoil,P193_cine_lvot.h5,lvot,"(12, 1, 10, 416, 168)","(12, 1, 416, 168)",0,0,4.3244732e-09,0.006061347,3.3433862e-05,7.106451e-05,1.4604145e-06,0.00241869,0.00012798772,0.00021283573
MultiCoil,P185_T1map.h5,T1map,"(9, 5, 10, 512, 144)","(9, 5, 512, 144)",0,0,0.0,0.0052220896,1.8685661e-05,5.55102e-05,1.6317722e-06,0.002821969,8.938569e-05,0.00016222073
MultiCoil,P184_T2map.h5,T2map,"(3, 5, 10, 384, 116)","(3, 5, 384, 116)",0,0,0.0,0.00300986,1.1067281e-05,3.2815988e-05,1.9980616e-06,0.0013279027,5.4547876e-05,9.496462e-05
MultiCoil,P078_T1map.h5,T1map,"(9, 5, 10, 512, 144)","(9, 5, 512, 144)",0,0,0.0,0.006229986,1.7919898e-05,6.0927603e-05,2.1526134e-06,0.0026194833,9.435986e-05,0.00017728277
MultiCoil,P072_T1map.h5,T1map,"(9, 6, 10, 512, 144)","(9, 6, 512, 144)",0,0,0.0,0.0062375865,1.9860758e-05,5.8544225e-05,1.8607898e-06,0.0041131154,8.236402e-05,0.00017729876
MultiCoil,P178_cine_sax.h5,sax,"(12, 11, 10, 512, 246)","(12, 11, 512, 246)",0,0,1.0998188e-10,0.006258562,1.8988532e-05,5.4721786e-05,1.6835912e-06,0.003509351,7.7552766e-05,0.00016593978
MultiCoil,P049_aorta_sag.h5,sag,"(12, 8, 10, 416, 168)","(12, 8, 416, 168)",0,0,1.1934373e-09,0.00370794,1.7800743e-05,4.1084e-05,1.1482545e-06,0.0026894999,6.5033615e-05,0.0001257705
MultiCoil,P029_aorta_sag.h5,sag,"(12, 8, 10, 416, 168)","(12, 8, 416, 168)",0,0,1.2627999e-09,0.0039417106,1.6660284e-05,3.7677695e-05,1.4555498e-06,0.002017116,6.905342e-05,0.000110468914
MultiCoil,P195_aorta_sag.h5,sag,"(12, 8, 10, 416, 168)","(12, 8, 416, 168)",0,0,1.2434952e-09,0.0030467375,2.0200412e-05,4.9688817e-05,1.2706347e-06,0.0025304952,7.472302e-05,0.00015227206
MultiCoil,P153_T2map.h5,T2map,"(3, 6, 10, 384, 116)","(3, 6, 384, 116)",0,0,0.0,0.0049344073,1.18573025e-05,3.862048e-05,1.9959025e-06,0.0017456155,6.260939e-05,0.00011136175
MultiCoil,P127_T1map.h5,T1map,"(9, 5, 10, 512, 144)","(9, 5, 512, 144)",0,0,0.0,0.00612817,2.050286e-05,6.227311e-05,1.9702861e-06,0.0027943973,9.921121e-05,0.00018204452
MultiCoil,P165_cine_lax.h5,lax,"(12, 3, 10, 448, 204)","(12, 3, 448, 204)",0,0,1.2012122e-09,0.0070905997,2.5353855e-05,7.7176104e-05,1.1953144e-06,0.0032102845,0.000108566834,0.00023281519
MultiCoil,P060_cine_lvot.h5,lvot,"(12, 1, 10, 416, 168)","(12, 1, 416, 168)",0,0,2.2930695e-09,0.0056819394,3.3896216e-05,7.797025e-05,1.525977e-06,0.0020023861,0.00013923929,0.00022999027
MultiCoil,P064_cine_sax.h5,sax,"(12, 10, 10, 512, 246)","(12, 10, 512, 246)",0,0,5.479859e-10,0.005675687,2.1412528e-05,6.423237e-05,1.744896e-06,0.0044822115,8.071466e-05,0.00019831333
MultiCoil,P154_aorta_tra.h5,tra,"(12, 8, 10, 416, 168)","(12, 8, 416, 168)",0,0,4.5846665e-10,0.0017896863,1.1227623e-05,2.274123e-05,1.4064641e-06,0.002096967,3.686551e-05,7.1226204e-05
MultiCoil,P177_T1map.h5,T1map,"(9, 5, 10, 512, 144)","(9, 5, 512, 144)",0,0,0.0,0.006030317,1.8667592e-05,5.956444e-05,2.0562131e-06,0.003082413,9.3990886e-05,0.00017357917
MultiCoil,P015_aorta_tra.h5,tra,"(12, 8, 10, 416, 168)","(12, 8, 416, 168)",0,0,5.641118e-10,0.004636259,1.0664182e-05,3.790401e-05,1.3889374e-06,0.0017487813,6.443589e-05,0.00010654754
MultiCoil,P053_T1map.h5,T1map,"(9, 5, 10, 512, 144)","(9, 5, 512, 144)",0,0,0.0,0.006977267,1.637075e-05,4.4995424e-05,1.988556e-06,0.0030208235,6.964252e-05,0.00013444628
MultiCoil,P006_cine_lax.h5,lax,"(12, 3, 10, 448, 168)","(12, 3, 448, 168)",0,0,1.9029112e-09,0.008050645,2.4865709e-05,7.475506e-05,1.2684034e-06,0.0038793609,0.000104508275,0.00022615075
MultiCoil,P003_cine_sax.h5,sax,"(12, 11, 10, 512, 246)","(12, 11, 512, 246)",0,0,2.9875977e-10,0.0072202114,2.5887603e-05,8.491269e-05,1.5529672e-06,0.0036429472,0.000117492316,0.00025494842
MultiCoil,P136_T1map.h5,T1map,"(9, 5, 10, 512, 144)","(9, 5, 512, 144)",0,0,0.0,0.006670575,1.8153409e-05,5.0385854e-05,2.3104508e-06,0.0029585538,8.370309e-05,0.00014722967
MultiCoil,P039_tagging.h5,tagging,"(12, 11, 10, 448, 180)","(12, 11, 448, 180)",0,0,8.2669593e-10,0.004198955,8.7902445e-06,2.897504e-05,1.1771696e-06,0.0011554415,4.7006666e-05,8.341813e-05
MultiCoil,P188_T2map.h5,T2map,"(3, 5, 10, 384, 116)","(3, 5, 384, 116)",0,0,0.0,0.0033045628,1.24211265e-05,3.866641e-05,2.0118928e-06,0.0013545493,6.190587e-05,0.00011252308
MultiCoil,P076_T2map.h5,T2map,"(3, 5, 10, 384, 116)","(3, 5, 384, 116)",0,0,0.0,0.0043580215,1.3272711e-05,4.3064414e-05,2.1283665e-06,0.001699084,6.966541e-05,0.00012431337
MultiCoil,P143_cine_sax.h5,sax,"(12, 11, 10, 512, 246)","(12, 11, 512, 246)",0,0,6.1781635e-10,0.0074271425,2.4066328e-05,7.2224895e-05,1.4477747e-06,0.0042421743,9.598196e-05,0.00022077949
MultiCoil,P031_aorta_tra.h5,tra,"(12, 8, 10, 416, 168)","(12, 8, 416, 168)",0,0,2.904154e-10,0.0035374328,1.2918392e-05,3.6239493e-05,1.4353668e-06,0.0024246427,5.3254058e-05,0.00010938854
MultiCoil,P076_cine_lax.h5,lax,"(12, 3, 10, 448, 204)","(12, 3, 448, 204)",0,0,1.003942e-09,0.0061123003,2.4997351e-05,7.401715e-05,1.3541853e-06,0.0039244555,0.000102556565,0.00022475814
MultiCoil,P067_cine_lvot.h5,lvot,"(12, 1, 10, 416, 168)","(12, 1, 416, 168)",0,0,5.122383e-09,0.0043279054,2.377767e-05,4.8170332e-05,1.6158459e-06,0.001253484,9.376071e-05,0.00014165624
MultiCoil,P185_cine_lvot.h5,lvot,"(12, 1, 10, 416, 168)","(12, 1, 416, 168)",0,0,2.3206925e-09,0.0042029927,2.2925346e-05,5.5914577e-05,1.5624898e-06,0.0016383737,0.00010351546,0.00016063827
MultiCoil,P173_T1map.h5,T1map,"(9, 5, 10, 512, 144)","(9, 5, 512, 144)",0,0,0.0,0.00684317,1.8053965e-05,6.072658e-05,2.0609816e-06,0.0027870913,8.717472e-05,0.00018038072
MultiCoil,P099_T2map.h5,T2map,"(3, 6, 10, 384, 116)","(3, 6, 384, 116)",0,0,0.0,0.0046469164,1.34587835e-05,4.2876043e-05,1.7883831e-06,0.001993049,6.827183e-05,0.00012463503
MultiCoil,P037_aorta_sag.h5,sag,"(12, 8, 10, 416, 168)","(12, 8, 416, 168)",0,0,4.8532434e-10,0.0040855445,1.4252107e-05,3.5461373e-05,1.3971702e-06,0.0018769874,5.9358434e-05,0.00010527532
MultiCoil,P101_aorta_tra.h5,tra,"(12, 8, 10, 416, 168)","(12, 8, 416, 168)",0,0,7.427514e-10,0.0040357644,1.8106426e-05,5.4057746e-05,1.3188229e-06,0.0019905593,6.983903e-05,0.00016620265
MultiCoil,P013_T1map.h5,T1map,"(9, 5, 10, 512, 144)","(9, 5, 512, 144)",0,0,0.0,0.005724305,2.0073763e-05,5.6417604e-05,2.0951372e-06,0.0028592157,8.4224135e-05,0.00016960346
MultiCoil,P073_cine_lvot.h5,lvot,"(12, 1, 10, 416, 168)","(12, 1, 416, 168)",0,0,9.074918e-09,0.006878576,5.342314e-05,0.00010030593,1.4159785e-06,0.004432256,0.00016572801,0.00031888456
MultiCoil,P136_aorta_sag.h5,sag,"(12, 8, 10, 416, 168)","(12, 8, 416, 168)",0,0,6.286249e-10,0.0029860656,1.6283138e-05,2.8378721e-05,1.7654215e-06,0.0019564186,5.243123e-05,8.919568e-05
MultiCoil,P126_cine_sax.h5,sax,"(12, 11, 10, 512, 246)","(12, 11, 512, 246)",0,0,3.8546433e-10,0.006845495,2.4259503e-05,8.252723e-05,1.5719984e-06,0.0047003566,0.000107902,0.00024969978
MultiCoil,P003_aorta_tra.h5,tra,"(12, 8, 10, 416, 168)","(12, 8, 416, 168)",0,0,3.0397843e-10,0.002667875,1.01140195e-05,2.7338996e-05,1.3122127e-06,0.001682758,4.2308264e-05,8.189717e-05
MultiCoil,P057_cine_lax.h5,lax,"(12, 3, 10, 448, 204)","(12, 3, 448, 204)",0,0,1.418068e-09,0.009347535,2.4410825e-05,8.5926076e-05,1.2782209e-06,0.003227219,0.00012394572,0.00025382926
MultiCoil,P101_cine_sax.h5,sax,"(12, 9, 10, 512, 246)","(12, 9, 512, 246)",0,0,3.8639203e-10,0.007971613,2.3272665e-05,8.801518e-05,1.5939279e-06,0.0035066304,0.00011685906,0.00026310977
MultiCoil,P108_cine_lvot.h5,lvot,"(12, 1, 10, 416, 168)","(12, 1, 416, 168)",0,0,5.0990003e-09,0.004870332,2.6354946e-05,6.001903e-05,1.4817737e-06,0.0029711986,0.00011784021,0.00017053548
MultiCoil,P104_cine_sax.h5,sax,"(12, 10, 10, 512, 246)","(12, 10, 512, 246)",0,0,1.8292518e-10,0.006972509,2.2375883e-05,6.502374e-05,1.905755e-06,0.003792098,9.9326e-05,0.00019344791
MultiCoil,P124_T1map.h5,T1map,"(9, 6, 10, 512, 144)","(9, 6, 512, 144)",0,0,0.0,0.0072969995,2.2950413e-05,6.562265e-05,2.1825806e-06,0.0040750704,0.00011152261,0.00018945483
MultiCoil,P033_cine_sax.h5,sax,"(12, 10, 10, 512, 162)","(12, 10, 512, 162)",0,0,4.303862e-10,0.008342827,2.4157043e-05,8.392806e-05,1.6070635e-06,0.003247255,0.00013519514,0.00024082595
MultiCoil,P084_cine_lax.h5,lax,"(12, 3, 10, 448, 168)","(12, 3, 448, 168)",0,0,3.4595482e-09,0.006133629,2.0659136e-05,5.6613975e-05,1.5037824e-06,0.0021542907,8.84673e-05,0.0001687985
MultiCoil,P004_aorta_tra.h5,tra,"(12, 8, 10, 416, 168)","(12, 8, 416, 168)",0,0,8.68365e-11,0.0027984441,1.45187405e-05,4.0116123e-05,1.3784752e-06,0.0018157698,6.0677776e-05,0.000120495424
MultiCoil,P154_T1map.h5,T1map,"(9, 5, 10, 512, 144)","(9, 5, 512, 144)",0,0,0.0,0.0064663347,2.2605633e-05,6.374562e-05,2.0328866e-06,0.0036374545,0.000107715685,0.00018477679
MultiCoil,P129_aorta_tra.h5,tra,"(12, 8, 10, 416, 168)","(12, 8, 416, 168)",0,0,1.1337459e-09,0.0019556957,1.5853333e-05,3.2287146e-05,1.4849685e-06,0.004626766,5.0336443e-05,0.00010200065
MultiCoil,P027_tagging.h5,tagging,"(12, 11, 10, 448, 180)","(12, 11, 448, 180)",0,0,2.1313806e-10,0.0035353396,1.17271e-05,3.5798726e-05,1.172881e-06,0.001426622,5.8265694e-05,0.0001039032
MultiCoil,P170_aorta_sag.h5,sag,"(12, 8, 10, 416, 168)","(12, 8, 416, 168)",0,0,9.948193e-10,0.0031651708,1.3815944e-05,3.6599457e-05,1.3775823e-06,0.0017981065,6.196349e-05,0.000107072476
MultiCoil,P022_cine_sax.h5,sax,"(12, 10, 10, 512, 246)","(12, 10, 512, 246)",0,0,6.775591e-10,0.010476239,3.9226536e-05,0.000100997284,1.8661912e-06,0.0071756355,0.0001323925,0.00031601245
MultiCoil,P087_cine_sax.h5,sax,"(12, 9, 10, 512, 246)","(12, 9, 512, 246)",0,0,2.8645353e-10,0.00577058,2.1970001e-05,6.576284e-05,1.7794838e-06,0.0038089307,9.061794e-05,0.00019965693
MultiCoil,P055_cine_lvot.h5,lvot,"(12, 1, 10, 416, 168)","(12, 1, 416, 168)",0,0,3.9805914e-09,0.00551379,2.1447995e-05,5.1432547e-05,1.3802128e-06,0.0012345036,0.00010101002,0.00014439598
MultiCoil,P040_cine_sax.h5,sax,"(12, 10, 10, 512, 246)","(12, 10, 512, 246)",0,0,4.5675172e-10,0.009598621,2.2349956e-05,7.6960685e-05,1.6377394e-06,0.00319699,0.0001146802,0.00022599417
MultiCoil,P104_aorta_sag.h5,sag,"(12, 8, 10, 416, 168)","(12, 8, 416, 168)",0,0,8.7696156e-10,0.002909912,1.7059236e-05,3.3952234e-05,1.6951423e-06,0.0020691452,6.008936e-05,0.00010405275
MultiCoil,P099_T1map.h5,T1map,"(9, 6, 10, 512, 144)","(9, 6, 512, 144)",0,0,0.0,0.0056751743,2.1133912e-05,6.2334904e-05,2.1270332e-06,0.003372203,9.693661e-05,0.00018419055
MultiCoil,P127_T2map.h5,T2map,"(3, 5, 10, 384, 116)","(3, 5, 384, 116)",0,0,0.0,0.0044312445,1.3141111e-05,4.1328873e-05,2.118992e-06,0.0014799013,6.9189125e-05,0.000118408214
MultiCoil,P150_cine_lvot.h5,lvot,"(12, 1, 10, 416, 168)","(12, 1, 416, 168)",0,0,3.1452438e-09,0.0045610173,2.3294193e-05,6.460161e-05,1.5482747e-06,0.0015555886,0.00012211624,0.00017957593
MultiCoil,P116_aorta_sag.h5,sag,"(12, 8, 10, 416, 168)","(12, 8, 416, 168)",0,0,8.2907586e-10,0.003325139,1.5598922e-05,3.920926e-05,1.5103382e-06,0.0018463184,5.9127535e-05,0.00011962784
MultiCoil,P049_cine_sax.h5,sax,"(12, 10, 10, 512, 246)","(12, 10, 512, 246)",0,0,1.2919593e-09,0.010873115,2.4942758e-05,8.442577e-05,1.7473703e-06,0.0031704018,0.0001198051,0.00025128742
MultiCoil,P038_cine_sax.h5,sax,"(12, 11, 10, 512, 162)","(12, 11, 512, 162)",0,0,4.4466028e-10,0.007293003,1.9967783e-05,5.479759e-05,1.94984e-06,0.0035791602,8.581297e-05,0.0001632516
MultiCoil,P095_cine_lax.h5,lax,"(12, 3, 10, 448, 168)","(12, 3, 448, 168)",0,0,1.4532364e-09,0.0048765778,2.7589133e-05,7.991451e-05,1.4750369e-06,0.0043690843,0.000111243455,0.00024310457
MultiCoil,P129_T2map.h5,T2map,"(3, 6, 10, 384, 116)","(3, 6, 384, 116)",0,0,0.0,0.0053439946,1.12951375e-05,3.954159e-05,2.1016917e-06,0.0018149031,5.9155725e-05,0.0001158092
MultiCoil,P005_tagging.h5,tagging,"(12, 11, 10, 448, 180)","(12, 11, 448, 180)",0,0,4.202303e-10,0.0024700277,1.071502e-05,2.5266518e-05,1.2094506e-06,0.0013713642,4.3500957e-05,7.509825e-05
MultiCoil,P052_T1map.h5,T1map,"(9, 5, 10, 512, 144)","(9, 5, 512, 144)",0,0,0.0,0.006533209,2.1639433e-05,6.699227e-05,2.2795364e-06,0.0039744223,0.000103110906,0.00019730807
MultiCoil,P194_cine_sax.h5,sax,"(12, 8, 10, 512, 162)","(12, 8, 512, 162)",0,0,2.1481308e-09,0.007737143,3.333834e-05,0.00010158754,1.7069856e-06,0.0045742206,0.00015891629,0.00029843007
MultiCoil,P106_aorta_sag.h5,sag,"(12, 8, 10, 416, 168)","(12, 8, 416, 168)",0,0,9.974386e-10,0.004525531,1.6913576e-05,4.408989e-05,1.3391975e-06,0.0023610531,6.737955e-05,0.00013326622
MultiCoil,P134_cine_lvot.h5,lvot,"(12, 1, 10, 416, 168)","(12, 1, 416, 168)",0,0,5.0596403e-09,0.003950416,3.8102324e-05,5.743005e-05,1.927836e-06,0.0035983634,0.000117318246,0.00018367473
MultiCoil,P032_T2map.h5,T2map,"(3, 6, 10, 384, 116)","(3, 6, 384, 116)",0,0,0.0,0.004343378,1.04894925e-05,3.35347e-05,2.184592e-06,0.001487439,5.0693594e-05,9.8874756e-05
MultiCoil,P071_cine_sax.h5,sax,"(12, 9, 10, 512, 246)","(12, 9, 512, 246)",0,0,7.920762e-10,0.0059634405,1.8155333e-05,5.4239154e-05,1.4755541e-06,0.003561539,7.559639e-05,0.00016431753
MultiCoil,P005_cine_lax.h5,lax,"(12, 3, 10, 448, 204)","(12, 3, 448, 204)",0,0,2.9600178e-09,0.0077867233,2.8973347e-05,7.664524e-05,1.1970519e-06,0.0051679285,0.00010116556,0.0002385476
